ET,NEE,dayind
1.54715937,-2.415954196,956
0.894113608,-1.332339254,957
0.131773467,2.518466549,958
0.956775615,-0.615085876,959
1.646680303,-3.180675116,960
1.877495028,-4.059355095,961
1.238163014,-2.61903347,962
0.207101727,2.452432621,963
0.799974342,-0.006971926,964
3.580933742,-3.727957266,965
1.282982978,-0.666101244,966
1.445143345,3.493051302,967
3.23845198,-4.652318599,968
3.485854221,-2.559368364,969
1.071646099,-2.668783454,970
1.115153715,-1.302278364,971
3.250505657,-4.39652038,972
1.835475263,-1.798505523,973
2.622688308,-5.454650406,974
2.584930169,-3.280465836,975
2.300897309,-4.326064028,976
1.618525671,-3.426911043,977
2.172152805,-3.887763951,978
0.84419615,-1.083426186,979
0.797963698,0.647497533,980
2.110590759,-4.346781635,981
2.660068331,-4.950828088,982
1.751711053,-4.150569157,983
0.66189633,-0.979997804,984
0.732475143,-0.475925838,985
1.686614197,-3.571769034,986
2.873957785,-2.900396417,987
2.097005849,-3.007382727,988
2.422833963,-2.946961756,989
1.276884776,0.32081266,990
1.975659159,-1.863086353,991
1.15171643,-0.277869784,992
0.562659132,0.258319215,993
3.199126483,-2.76669665,994
2.189526511,-4.072190444,995
1.522608316,-3.655024495,996
0.936416327,-3.148774334,997
0.572119197,-0.598634036,998
1.411625472,-2.639595263,999
1.521912922,-3.332831541,1000
0.749632196,-1.085032632,1001
2.799290299,-3.18824269,1002
2.044973341,-3.90432737,1003
1.157871604,-2.943291825,1004
0.721616418,-0.313323236,1005
1.704496269,-1.957681517,1006
1.431813847,-2.954456596,1007
1.800250102,-4.486046672,1008
1.191771899,-2.375918847,1009
0.959508569,-0.683192855,1010
1.722518892,-2.427083118,1011
1.61879675,-2.211050683,1012
1.674117952,-1.91602296,1013
0.638426536,0.366201815,1014
0.94518988,1.631057005,1015
0.693522344,0.110169291,1016
1.927022552,-2.40487679,1017
1.569583817,-1.775036116,1018
1.230838812,-1.329400321,1019
1.551209141,-2.064064936,1020
1.366600467,-2.765944088,1021
0.952209829,0.245919228,1022
1.318162564,-1.554484259,1023
1.3130653,-2.032314548,1024
1.363596137,-1.829731302,1025
1.746761254,-2.58599223,1026
1.214767641,-1.607429916,1027
1.580305378,-1.734856842,1028
1.355682649,-2.778589209,1029
1.009754101,-2.894686846,1030
1.455981266,-2.446447901,1031
1.57353982,-1.188078963,1032
1.205668424,-0.985095828,1033
1.309801188,-1.358656989,1034
0.76114219,-1.83511239,1035
0.608156673,-0.804103811,1187
1.599161235,-2.892534615,1188
1.305035229,-2.729565067,1189
1.08895492,-1.073397407,1190
0.664283752,1.034892991,1191
1.857454891,-3.595709238,1192
1.887703128,-4.909094077,1193
1.242971931,-3.61307861,1194
1.958106791,-3.835897523,1195
2.191704156,-1.853746481,1196
2.852559134,-2.992398985,1197
2.288516946,-3.983890294,1198
1.48349704,-2.862499455,1199
0.725562177,1.530764443,1200
2.517630907,-5.429862759,1201
1.844051779,-4.654759954,1202
1.846070147,-4.26494803,1203
2.183438153,-4.055751773,1204
1.948370851,-3.033735804,1205
1.677147455,-4.448203179,1206
2.125715977,-3.220884847,1207
1.327543906,-1.978592448,1208
0.024361918,2.276793011,1209
1.95510378,-4.37717934,1210
2.43431786,-4.181064335,1211
2.296618017,-4.00428744,1212
1.786477869,-5.602887072,1213
2.477381521,-4.767169318,1214
1.99143541,-4.758183298,1215
1.910328551,-4.825612035,1216
1.023130422,-3.752407692,1217
0.501390353,-1.649319901,1218
3.088347493,-5.089133451,1219
3.356754812,-5.093166096,1220
2.076606706,-3.720137451,1221
0.451954511,-1.111205967,1222
2.164381771,-4.120411357,1223
2.178167383,-3.444197409,1224
2.189338764,-5.765974748,1225
2.610464521,-5.983282118,1226
1.981563924,-4.932162436,1227
0.191472263,2.297552217,1228
2.224051698,-4.947213953,1229
1.556697741,-3.918815581,1230
1.723787316,-1.826692768,1231
0.683573649,3.99910435,1232
1.036765592,1.739361398,1233
0.667032155,4.167805485,1234
3.074321428,-5.042514659,1235
2.580528232,-5.307078256,1236
2.006794649,-4.057492212,1237
1.471421435,-3.231659606,1238
3.901244824,-4.513762049,1239
2.645779223,-4.807176732,1240
3.160128504,-4.538431485,1241
2.580179543,-3.841987039,1242
1.891896299,-4.574211754,1243
2.720978566,-4.187995907,1244
1.708058678,-3.347410679,1245
2.569486818,-3.182429893,1246
3.224756118,-5.881673436,1247
3.777021151,-3.434452022,1248
3.866184782,-3.425869245,1249
3.173831395,-4.098352847,1250
2.542908552,-3.319841937,1251
2.570679441,-3.437809781,1252
3.032797364,-5.652717045,1253
3.127219375,-6.180418327,1254
2.638240302,-4.825027403,1255
2.041446814,-3.128294237,1256
1.663939628,-2.767854915,1257
1.850343178,-3.30700481,1258
3.335752514,-4.980733552,1259
1.92709079,-4.268436668,1260
2.021608937,-1.542123049,1261
2.718460177,-5.664380104,1262
2.076611903,-4.570213423,1263
1.953254867,-4.193180542,1264
3.014362598,-4.743080586,1265
1.802092426,-4.152927813,1266
2.906275123,-5.807497963,1267
3.348588873,-4.608563023,1268
2.916796411,-2.689346073,1269
2.371600445,-3.676416676,1270
2.501589987,-3.880795432,1271
1.841684413,-3.02845335,1272
0.043393621,4.230089441,1273
1.791545587,-1.970996739,1274
1.128437375,-1.678731924,1275
2.61965947,-3.994129611,1276
1.732730815,-1.318173622,1277
0,3.494921334,1278
0.311298907,2.340099248,1279
3.41195037,-4.127196644,1280
3.917418483,-4.406928846,1281
2.569857877,-4.740956855,1282
2.846758729,-4.049911678,1283
3.240958958,-5.12671922,1284
2.783675936,-6.272890441,1285
0.601522209,1.086410819,1286
0.959948645,-0.72669159,1287
1.583337068,-1.573921385,1288
2.488781411,-3.509963848,1289
2.532196918,-4.269017612,1290
2.840874285,-4.652019406,1291
3.574596704,-5.186766807,1292
4.063525591,-3.865237526,1293
4.594783962,-6.185430706,1294
3.58740289,-6.495059747,1295
4.01429516,-3.914740947,1296
4.091249278,-3.804069514,1297
3.959564031,-6.062233316,1298
4.108176563,-5.454500504,1299
4.123440809,-5.042000907,1300
3.294817806,-4.855349355,1301
2.437476761,-3.13065928,1302
2.637437467,-5.121391543,1303
3.052305509,-6.010933932,1304
1.383450572,-3.961347009,1305
4.067412395,-5.027650473,1306
3.704106405,-3.940062065,1307
3.573829817,-3.35642518,1308
3.723659235,-3.183163776,1309
3.200428061,-1.773028268,1310
2.467571,-2.72026057,1311
3.323719114,-3.038263013,1312
2.420619963,-2.664027016,1313
1.764554651,-1.759514668,1314
2.63870733,-2.620205579,1315
3.457150628,-4.946323374,1316
1.936373638,-3.754972398,1317
4.039986533,-4.178015654,1318
2.513533577,-3.698905079,1319
2.806038365,-3.432041245,1320
2.689964678,-4.401812291,1321
3.538372632,-4.315069117,1322
3.559827594,-2.012553254,1323
3.145316396,-4.388721155,1324
3.035222397,-4.250688618,1325
2.717399,-3.34706426,1326
2.800035865,-4.086883942,1327
2.084877744,-3.316498471,1328
1.128976222,-0.8133188,1329
2.628159047,-2.751380242,1330
1.763695978,-0.077883744,1331
1.303757718,2.106160847,1332
1.790301074,-1.626107197,1333
0.826986577,-0.394919821,1334
0.922236007,2.83237188,1335
0.690181831,4.551225475,1336
1.883957174,0.316566178,1337
2.668431495,-1.584952678,1338
2.933628713,-1.964003164,1339
3.043861264,-3.395516941,1340
2.588713488,-4.012567929,1341
1.086844216,0.999684997,1342
3.916421515,-3.234811046,1343
3.320958592,-3.293338742,1344
2.02508916,0.133194348,1345
3.097692915,-2.788045129,1346
3.210502262,-2.456673963,1347
2.611573505,-2.83865466,1348
2.591232094,-3.583930906,1349
2.030453893,-3.410361185,1350
2.274916268,-3.420638174,1351
1.351417814,-2.172456329,1352
1.363484203,-1.292976099,1353
0.993129386,1.099993607,1354
1.251439309,-0.5792079,1355
2.947304241,-3.347192041,1356
2.16341696,-3.371649462,1357
1.314965831,-1.667031247,1358
0.467329164,1.923559749,1359
0.641970148,0.842948045,1360
2.793106934,-3.871877576,1361
1.960118372,-2.466955237,1362
2.963689589,-3.516438899,1363
1.895825574,-3.986815741,1364
2.098814901,-3.729112568,1365
1.929045653,-2.899970856,1366
1.259464404,-2.488173826,1367
1.97735845,-2.858484777,1368
2.401648593,-3.909663835,1369
2.412728934,-3.237431202,1370
1.989853277,-3.667352036,1371
1.760980166,-3.791262698,1372
1.924340531,-3.350896332,1373
0.351686476,1.826244775,1374
1.09000284,0.238388334,1375
2.271876892,-3.073848636,1376
1.644213221,-3.933059348,1377
1.196477001,-1.991674479,1378
2.566220205,-3.548872331,1379
2.041061123,-3.502015618,1380
1.432385296,-2.46310891,1381
1.282164253,-2.565363249,1382
1.494369972,-2.866132034,1383
0.931452646,-2.239107852,1384
1.045256627,-1.009477519,1385
1.279459086,-1.464348363,1386
0.895369349,-0.035936247,1387
1.959492891,-1.670998739,1388
1.227297225,-2.736656916,1389
1.172758154,-2.218392459,1390
1.056818448,-1.887282127,1391
0.544356343,0.698750201,1392
1.116143338,-0.389560288,1393
1.494273866,-0.96875806,1394
0.571063788,1.477301137,1395
2.005266196,-1.656856935,1396
0.645227052,-0.445970138,1397
0.980830833,-1.147304744,1398
1.019364865,-0.973681501,1399
0.992446293,-0.838487506,1400
